english,luganda,source
He had heard all this over the radio and looked for leaders to register him.,Bino byonna yabiwulirira ku leediyo era n'alindirira abakulembeze okumuwandiisa.,kambale
Through our leaders we complained about the bad infrastructures in our town.,Nga tuyina mu bakulembeze baffe twemulugunyizza ku mbeera y'ebintu ebitugasiza awamu embi.,kambale
The creativity left people wondering and confused.,Obuyiiya buno bwaleka abantu nga beewuunya era nga batabuddwa.,kambale
Market vendors were involved in a riot.,Abatunda mu katale beetabye mu kwekalakaasa.,kambale
He said that our diversity should unite us.,Yagamba nti enjawukana zaffe ze zirina okutugatta.,kambale
Prisoners need the freedom to see their families.,Abasibe basaanidde okukkirizibwa okulaba ab'enganda zaabwe.,kambale
The wind was blowing the banana leaves from side to side.,Empewo yali efuuwa endagala ng'ezizza eno n'eri.,kambale
He bought a plot of land for his mother.,Yagulira maama we poloti y'ettaka.,kambale
Vanilla is in high demand.,Vvanira ali nnyo ku katale.,kambale
The prevalence of coronavirus has changed people's ways of living.,Okubeerawo kw'ekirwadde kya korona kikyusizza embeera y'obulamu bw'abantu.,kambale
Some people steal because they do not have money to meet their basic needs.,Abantu abamu babba kubanga tebayina nsimbi kwetusaako byetaago bikulu.,kambale
Collective responsibility will help improve students' academic performance.,Obuvunaanyizibwa obw'awamu bujja kulongoosa ensoma y'abaana.,kambale
The police were present to maintain law and order.,Poliisi yaliwo okukwasisa amateeka n'obutebenkevu.,kambale
You will be punished for coming late to school.,Ojja kubonerezebwa olw'okujja ekikeerezi ku ssomero.,kambale
God gives joy,Katonda akuwa essanyu,sunbird
Countries like Uganda are landlocked.,Ensi nga Uganda zeetoolooddwa ensi endala.,kambale
Poultry farming is practised by a good number of people.,Okulunda ebinyonyi kukolebwa abantu abawerako.,kambale
Security circles fear that the former rebels might be lured into bad activities.,Ab'eby'okwerinda batya nti abo abaaliko abayeekera bayinza okusendebwasendebwa okwenyigira mu bikolwa ebibi.,kambale
The rainy season has already started.,Ekiseera ky'enkuba kitandise.,kambale
Our school won the football tournament.,Essomero lyaffe lyawangudde empaka z'omupiira gw'ebigere.,kambale
Some University students change courses in the first semester.,Abayizi ba ssettendekero abamu bakyusa amasomo gaabwe mu lusoma olusooka.,kambale
Strikers are important in winning a football game.,Abateebi ba mugaso mu kuwangula omupiira.,kambale
Cases regarding land are on the rise due to mismanagement.,Emisango egyekuusa ku ttaka gigenda gyeyongera olw'enkola etali nnungi.,kambale
She will give us all the details.,Ajja kutubuulira kalonda yenna.,kambale
When we are young we are curious about so many things.,Bwe tuba abato tuba twagala okumanya ebintu bingi nnyo.,kambale
Mother warned her never to come home late again.,Maama yamulabula obutadda waka ng'obudde buyise.,kambale
The money is gathered from the classified budget votes.,Ssente zifunibwa okuva mu biti bajeti mw'egwa.,kambale
Nine people have so far been arrested.,Abantu mwenda be baakakwatibwa.,kambale
The district has got funds from different organizations to improve health facilities.,Disitulikiti efunnye obuyambi okuva mu bitongole eby'enjawulo okutumbula ebyobulamu.,kambale
We shall continue from where we have stopped.,Tujja kutandikira we tukomye.,kambale
Improved road network shall increase the efficiency of business operations.,Okulongooka kw'enguuddo kujja kwongeza obulungi bw'entambuza ya bizinensi.,kambale
Political parties should evaluate themselves to improve.,Ebibiina by'ebyobufuzi birina okwekubamu ttooki okwetereeza.,kambale
Residents blamed their leader for poor management.,Abatuuze baanenya omukulembeze waabwe olw'obukulembeze obubi.,kambale
He ventured into fishery because it is profitable.,Yateeka ssente mu by'obuvubi kubanga balimu amagoba.,kambale
That is where she hangs her dresses.,Awo w'awanika engoye ze.,kambale
Rwandan President Paul Kagame spoke strongly about people trying to destabilize Rwanda.,Pulezidenti wa Rwanda Paul Kagame yayogedde n'amaanyi ku bantu abagezaako okutabangula Rwanda.,kambale
Violence can be prevented right from the grass root.,Obutabanguko basobola okutangirwa okuviira ddala wansi.,kambale
We have offered the product at a modest price to benefit the target market.,Tugutunda ku bbeeyi ensamusaamu okuganyula abantu be tugukoledde.,kambale
The first half of the match is almost ending.,Ekitundu ky'omuzannyo ekisooka kinaatera okukomekkerezebwa.,kambale
A special guest will be teaching the people about their rights.,Omugenyi ow'enjawulo ajja kuyigiriza abantu ebikwata ku ddembe lyabwe.,kambale
Majority of the youths in Uganda are unemployed.,Abavubuka abasinga obungi mu Uganda tebalina mirimu.,kambale
Both the Catholic and Anglican churches have dioceses in Uganda.,Ekkereziya y'Abakatoliki n'ekkanisa ya Abangilikani byombi birina dayosisi mu Uganda.,kambale
His arrest was unfair.,Tekyali kya bwenkanya kumukwata.,kambale
Cities are planned for by the city leaders.,Ebibuga biteekateekerwa abakulembeze baabyo.,kambale
This is classified information.,Bunno obubaka bwa kyama.,kambale
What role is played by the Anti-Corruption Unit in Uganda?,Ekitongole ekirwanyisa obuli bw'enguzi mu Uganda kirina mulimu ki?,kambale
He gave the participants money in support of the sport.,Olw'okuwagira omuzannyo abazannyi yabawa ssente.,kambale
There are increasing cases of early pregnancies in the district.,Omwendo gw'abaana abafuna embuto nga tebanneetuka gweyongedde mu disitulikiti.,kambale
The government should extend free medical services to people in rural areas.,Gavumenti esaanidde okutuusa ku bantu ab'omu byalo eby'obujjanjabi obutali bwa kusasulira.,kambale
Bridge construction will take three years.,Okuzimba olutindo kujja kutwala emyaka essatu.,kambale
We shall handle this situation and the number of health workers shall increase,Embeera tujja kugikwasaganya era n'omuwendo gw'abajjanjabi gujja kweyongerako,kambale
Referees have been accused of being inexperienced.,Badifiiri bavunaanibwa lwa butaba na bumanyirivu.,kambale
Who was Uganda's first president?,Ani pulezidenti wa Uganda eyasooka?,kambale
People are still not happy with the new taxes.,Abantu tebannasanyukira misolo mipya.,kambale
What are some of the tools used for welding?,Ebimu ku bintu ebikozesebwa mu kwokya ebyuuma bye biruwa?,kambale
In cases where public safety is concerned it requires an engineer to be licensed.,Bwe kituuka nga obulamu bw'abantu bulina okufiibwako kyetaagisa yinginiya alina layisinsi.,kambale
Some schools do not have enough resources to start online classes.,Amasomero agamu tegalina byetaago bimala okusobola okutandikawo okusoma okw'oku yintaneeti.,kambale
A United Nations agency is planning to start training journalists in Eastern Africa.,Ekibiina ky'amawanga amagatte kiteekateeka kutandika kutendeka bannamawulire mu buvanjuba bwa Afirika.,kambale
There are many unmarked graves in that area.,Waliwo amalaalo mangi agatalambiddwa mu kitundu ekyo.,kambale
He was arrested for revealing government secrets to the public.,Yakwatibwa olw'okwasanguza ebyama bya gavumenti.,kambale
The factory has enhanced agricultural productivity by providing farmers with fertilisers.,Ekkolero lyongedde ku byobulimi nga liwa abalimi ebigimusa.,kambale
Sports activities are best done in sportswear.,Ebyemizannyo bisinga kukolebwa mu ngoye z'ebyemizannyo.,kambale
Uganda has many football academics that help to develop talent.,Uganda erina eby'ensoma by'emipiira bingi ebisobola okuyamba okulaakulanya ebitone.,kambale
The president paid his respects to the lives that were lost in the bombings yesterday.,Pulezidenti yakungubagidde abantu abaafiiridde mu kubwatuka kwa bbomu jjo.,kambale
The building plan was presented to the congregation after prayers.,Pulaani y'ekizimbe yayanjulibwa olukungaana oluvannyuma lw'okusaba.,kambale
Who does not want to be successful in life?,Ani atayagala kubeera bulungi mu bulamu?,kambale
He was the youngest player on the volleyball team.,Ye yali omuzannyi asingayo obuto mu ttiimu ya volleyball.,kambale
The master of ceremony invited the graduate's friends to give a speech.,Omukubiriza w'omukolo yasabye mikwano gy'eyatikiddwa okubaako bye boogera.,kambale
There are few hospitals for people with mental illnesses in Uganda.,Amalwaliro g'abantu abalina obuzibu ku mitwe matono nnyo mu Uganda.,kambale
People in villages rarely accept new technologies.,Abantu mu byalo tebatera kwanguyirwa kukkiriza tekinologiya mupya.,kambale
That means health workers cannot spend adequate time with patients.,Kino kitegeeza nti abajjanjabi tebamala budde bumala n'abalwadde.,kambale
Minister of Health is inspecting hospitals.,Minisita w'ebyobulamu alambula amalwaliro.,kambale
They share insights and best practices on how to map out eliminate and eradicate infectious diseases.,Bagabana okutegeeragana okwomunda n'enkola ennungi ku ngeri y'okufunza okwawula n'okugyamu obulwadde obusiiga amangu.,kambale
We need building materials.,Twetaaga ebizimbisibwa.,kambale
State Minister for Works Katumba Wamala said Hima will continue to benefit from local content.,Minisita w'emirimu Katumba Wamala yagambye nti Hima ejja kwongera okuganyulwa ku bintu bya kuno.,kambale
Children are usually more free and open with their mothers.,Abaana batera okweyabiza ba maama baabwe.,kambale
Customers would buy goods from me every day.,Bakasitoma bangulangako ebintu buli lunaku.,kambale
The court session lasted a whole day.,Olutuula lwa kkooti lwamaze olunaku lulamba.,kambale
The parties complained that the government has an unfair advantage over other people.,Ebibiina byemulugunya nti gavumenti ya nkizo nnyo okusinga ku bantu abalala.,kambale
Her uncle is a policeman.,Kojja we mupoliisi.,kambale
The officer didn't reply even when we tried to reach him through text messages.,Omukungu teyaddamu ne bwe twagezaako okumutuukirira okuyita mu bubaka bw'oku ssimu.,kambale
The ministry wishes Ugandans a happy Easter holiday,Minisitule eyagaliza bannayuganda oluwummula lw'amazuukira olulungi,kambale
Kajura isn't the only former politician to find himself in financial trouble.,Kajura si ye munnabyabufuzi yekka eyaliko okwesanga ng'ali mu buzibu bwa ssente.,kambale
How many political parties are in Uganda?,Ebibiina by'obufuzi biri bimeka mu Uganda?,kambale
The federation needs to construct more football grounds which fit international standards.,Ekibiina kyetaaga kuzimba bisaawe bisaawe bya mupiira birala ebinaaba ku mutindo gw'ensi yonna.,kambale
Think of a way to change his mind.,Lowooza ku ngeri y'okukyusa endowooza ye.,kambale
The government has put much effort in promoting peace in the north.,Gavumenti etaddemu amaanyi mangi mu kutumbula emirembe mu bukiikakkono.,kambale
The maternal problem is worsened by a shortage of health workers.,Ekizibu kya bamaama abafiira mu ssanya kyeyongedde olw'ebbula ly'abasawo.,kambale
The current regime has not done enough.,Guno omulembe oguliko tegukoze kimala.,kambale
The company agreed to compensate the people.,Kampuni yakkirizza okuliyirira abantu.,kambale
The football coach discussed the importance of a united team.,Omutendesi w'omupiira ogw'ebigere yayogera ku bukulu bwa ttiimu okuba obumu.,kambale
People have focused on Amin because of his character and what he stood for.,Abantu essira balitadde ku Amin olw'enneeyisa ye ne bye yayimirirangako.,kambale
It organizes continent-wide football.,Etegeka omupiira ku ssemazinga yonna.,kambale
Too much alcohol is bad for your health.,Omwenge omungi gwa bulabe eri obulamu bwo.,kambale
We should base political competition on new programs and ideas.,Tusaanidde okuvuganya mu by'obufuzi nga tusinziira ku nteekeeka empya n'ebirowoozo ebipya.,kambale
It also mobilized it to kill their friends in-laws and relatives,Ate era kyakubiriza abantu okutta mikwano gyabwe n'ab'enganda zaabwe,kambale
Soil erosion decreases soil fertility.,Okukulugguka kw'ettaka kukeendeeza obugimu bw'ettaka.,kambale
Parents always defend their children.,Abazadde bulijjo bawolereza abaana baabwe.,kambale
Why should he be removed from parliament?,Lwaki ateekeddwa okuggibwa mu lukiiko oluteeseza eggwanga?,kambale
What has the government done to improve the tourism and travel industry?,Kiki gavumenti ky'ekoze okwongera okulungiya eby'obulambuzi n'eby'entambula?,kambale
The chairman called my family for a meeting.,Ssentebe yayita amaka gange mu lukiiko.,kambale
The accused claimed to have been tortured while under police custody.,Avunaanibwa yategeeza nti yatulugunyizibwa nga ali mu kaduukulu ka poliisi.,kambale
Opposition and government should work together in service delivery,Ab'oludda oluvuganya gavumenti wamu ne gavumenti balina okukolera awamu mu kutuusa empereza.,kambale
The police searched everywhere in the country but could not find our daughter.,Poliisi yanoonya buli wamu mu ggwanga naye teyasobola kuzuula muwala waffe.,kambale
Under what circumstances could unclassified information be considered a threat to the nation.,Mbeeraki obubaka obutali bwekusifu gye butwalibwa ng'obwobulabe eri eggwanga.,kambale
Individuals were clear and eligible to hold posts within the party.,Abantu baali basobola era nga batuukiriza ebisaanyizo okufuna ebifo mu kibiina.,kambale
They protect people and their property.,Bakuuma abantu n'ebintu byabwe.,kambale
Prices don't easily go down after rising.,Emiwendo si kyangu okukka nga girinnye.,kambale
The nutritional plan will be implemented in a period of five years.,Enteekateeka y'ebyendya ennungi ejja kuteekebwa mu nkola mu bbanga lya myaka etaano.,kambale
The leaves have pods because of the pests.,Ebikoola birwadde olw'ebiwuka.,kambale
The church deployed more security officers.,Ekkanisa yayungudde abakuuma ddembe abalala.,kambale
Voters maintained and kept the peace during both the voting and ballot tallying activities.,Abantu baakuuma emirembe mu kiseera ky'okulonda ne mu kiseera ky'okubala obululu.,kambale
